audit_version,audit_group,market_id,asset_symbol,question,treatment_verdict,treatment_action,review_priority,question_structure,required_probability_transform,requires_external_baseline,requires_path_aggregation,standalone_signal_role,current_family,recommended_family,economic_event_group,current_gemini_side,current_gemini_confidence,current_gemini_reason,recommended_polarity_treatment,recommended_probability_treatment,recommended_entry_treatment,recommended_exit_treatment,recommended_weighting,generalizable_edge,overfit_guard,polymarket_rule_summary,polymarket_end_date,polymarket_url,authority_source_url,api_source_url
polymarket-treatment-audit-2026-07-13,Other,0x58196c2a2367727f8ab0badc6213677419f1f6a326b1f0b55dd41a47b6dc5c5d,WEAT,Will Trump release a new Russia x Ukraine peace plan by December 31?,Partly correct,quarantine,High,policy/agreement deadline,deadline_hazard,False,True,quarantined_until_transform_available,other,policy/agreement catalyst,Trump Russia–Ukraine peace-plan release,NO bullish,0.85,"Continued conflict disrupts Black Sea grain exports, supporting wheat prices.",Direction depends on the agreement's substantive terms and exposure. A released plan is weaker than formal acceptance or implementation.,"Model event stage and signed probability revision; do not equate announcement, agreement and implementation.",Require a minimum substantive stage and a rules-based exposure channel; process-only announcements receive lower weight or no trade.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Collapse overlapping deadlines and questions about the same policy process into one staged economic event.,"Use a state-transition model across plan, negotiation, agreement and implementation markets.",Predefine stage scores and exposure channels across all policy events.,"Amid rumors of a U.S.-drafted peace framework, a so-called 28-point proposal to end the war with Russia, Zelenskiy is scheduled to meet U.S. Army officials in Kyiv on November 20. More details can be found here: https://www.axios.com/2025/11/19/ukraine-peace-plan-trump-russia-witkoff. This market will resolve to ""Yes"" if the Trump Administration publicly releases a new framework to end the war between Ukraine and Russia by...",2025-11-30T00:00:00Z,https://polymarket.com/event/will-trump-release-a-new-russia-x-ukraine-peace-plan-by/will-trump-release-a-new-russia-x-ukraine-peace-plan-by-december-31-288,https://www.axios.com/2025/11/19/ukraine-peace-plan-trump-russia-witkoff,https://gamma-api.polymarket.com/public-search?q=Will+Trump+release+a+new+Russia+x+Ukraine+peace+plan+by+December+31%3F
polymarket-treatment-audit-2026-07-13,Other,0x42056c1d6c854f197ec937273e2e464b9f1f8e4dc2b22108b690e6a23497efa2,BNO,Will Trump release a new Russia x Ukraine peace plan by November 21?,Partly correct,quarantine,High,policy/agreement deadline,deadline_hazard,False,True,quarantined_until_transform_available,other,policy/agreement catalyst,Trump Russia–Ukraine peace-plan release,NO bullish,0.9,"No peace plan implies continued conflict, maintaining oil geopolitical risk premium.",Direction depends on the agreement's substantive terms and exposure. A released plan is weaker than formal acceptance or implementation.,"Model event stage and signed probability revision; do not equate announcement, agreement and implementation.",Require a minimum substantive stage and a rules-based exposure channel; process-only announcements receive lower weight or no trade.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Collapse overlapping deadlines and questions about the same policy process into one staged economic event.,"Use a state-transition model across plan, negotiation, agreement and implementation markets.",Predefine stage scores and exposure channels across all policy events.,"Amid rumors of a U.S.-drafted peace framework, a so-called 28-point proposal to end the war with Russia, Zelenskiy is scheduled to meet U.S. Army officials in Kyiv on November 20. More details can be found here: https://www.axios.com/2025/11/19/ukraine-peace-plan-trump-russia-witkoff. This market will resolve to ""Yes"" if the Trump Administration publicly releases a new framework to end the war between Ukraine and Russia by...",2025-11-30T00:00:00Z,https://polymarket.com/event/will-trump-release-a-new-russia-x-ukraine-peace-plan-by/will-trump-release-a-new-russia-x-ukraine-peace-plan-by-november-21,https://www.axios.com/2025/11/19/ukraine-peace-plan-trump-russia-witkoff,https://gamma-api.polymarket.com/public-search?q=Will+Trump+release+a+new+Russia+x+Ukraine+peace+plan+by+November+21%3F
polymarket-treatment-audit-2026-07-13,Other,0x42056c1d6c854f197ec937273e2e464b9f1f8e4dc2b22108b690e6a23497efa2,USO,Will Trump release a new Russia x Ukraine peace plan by November 21?,Partly correct,quarantine,High,policy/agreement deadline,deadline_hazard,False,True,quarantined_until_transform_available,other,policy/agreement catalyst,Trump Russia–Ukraine peace-plan release,NO bullish,0.9,"No peace plan implies continued conflict, maintaining oil geopolitical risk premium.",Direction depends on the agreement's substantive terms and exposure. A released plan is weaker than formal acceptance or implementation.,"Model event stage and signed probability revision; do not equate announcement, agreement and implementation.",Require a minimum substantive stage and a rules-based exposure channel; process-only announcements receive lower weight or no trade.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Collapse overlapping deadlines and questions about the same policy process into one staged economic event.,"Use a state-transition model across plan, negotiation, agreement and implementation markets.",Predefine stage scores and exposure channels across all policy events.,"Amid rumors of a U.S.-drafted peace framework, a so-called 28-point proposal to end the war with Russia, Zelenskiy is scheduled to meet U.S. Army officials in Kyiv on November 20. More details can be found here: https://www.axios.com/2025/11/19/ukraine-peace-plan-trump-russia-witkoff. This market will resolve to ""Yes"" if the Trump Administration publicly releases a new framework to end the war between Ukraine and Russia by...",2025-11-30T00:00:00Z,https://polymarket.com/event/will-trump-release-a-new-russia-x-ukraine-peace-plan-by/will-trump-release-a-new-russia-x-ukraine-peace-plan-by-november-21,https://www.axios.com/2025/11/19/ukraine-peace-plan-trump-russia-witkoff,https://gamma-api.polymarket.com/public-search?q=Will+Trump+release+a+new+Russia+x+Ukraine+peace+plan+by+November+21%3F
polymarket-treatment-audit-2026-07-13,Other,0x42056c1d6c854f197ec937273e2e464b9f1f8e4dc2b22108b690e6a23497efa2,WEAT,Will Trump release a new Russia x Ukraine peace plan by November 21?,Partly correct,quarantine,High,policy/agreement deadline,deadline_hazard,False,True,quarantined_until_transform_available,other,policy/agreement catalyst,Trump Russia–Ukraine peace-plan release,NO bullish,0.9,"No peace plan implies continued conflict, maintaining wheat supply concerns.",Direction depends on the agreement's substantive terms and exposure. A released plan is weaker than formal acceptance or implementation.,"Model event stage and signed probability revision; do not equate announcement, agreement and implementation.",Require a minimum substantive stage and a rules-based exposure channel; process-only announcements receive lower weight or no trade.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Collapse overlapping deadlines and questions about the same policy process into one staged economic event.,"Use a state-transition model across plan, negotiation, agreement and implementation markets.",Predefine stage scores and exposure channels across all policy events.,"Amid rumors of a U.S.-drafted peace framework, a so-called 28-point proposal to end the war with Russia, Zelenskiy is scheduled to meet U.S. Army officials in Kyiv on November 20. More details can be found here: https://www.axios.com/2025/11/19/ukraine-peace-plan-trump-russia-witkoff. This market will resolve to ""Yes"" if the Trump Administration publicly releases a new framework to end the war between Ukraine and Russia by...",2025-11-30T00:00:00Z,https://polymarket.com/event/will-trump-release-a-new-russia-x-ukraine-peace-plan-by/will-trump-release-a-new-russia-x-ukraine-peace-plan-by-november-21,https://www.axios.com/2025/11/19/ukraine-peace-plan-trump-russia-witkoff,https://gamma-api.polymarket.com/public-search?q=Will+Trump+release+a+new+Russia+x+Ukraine+peace+plan+by+November+21%3F
polymarket-treatment-audit-2026-07-13,Other,0x43e11860c7c7a8c229975f678c1cfa0ae9521540f613229e22e82ee16681ab40,AAPL,Trump trade deal before July?,Partly correct,quarantine,High,policy/agreement deadline,deadline_hazard,False,True,quarantined_until_transform_available,other,policy/agreement catalyst,Trump trade deal before July,YES bullish,0.9,Reduced trade tensions and tariffs benefit global supply chains.,Direction depends on the agreement's substantive terms and exposure. A released plan is weaker than formal acceptance or implementation.,"Model event stage and signed probability revision; do not equate announcement, agreement and implementation.",Require a minimum substantive stage and a rules-based exposure channel; process-only announcements receive lower weight or no trade.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Collapse overlapping deadlines and questions about the same policy process into one staged economic event.,"Use a state-transition model across plan, negotiation, agreement and implementation markets.",Predefine stage scores and exposure channels across all policy events.,"This market will resolve to ""Yes"" if an official agreement over trade and/or tariffs, defined as a publicly announced mutual agreement, is reached between the United States and another country, or a multi-country entity such as the European Union, between June 24 and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”. Only deals which are officially announced by both parties will qualify. Informal...",2025-06-30T22:00:00Z,https://polymarket.com/event/trump-trade-deal-before-july/trump-trade-deal-before-july,,https://gamma-api.polymarket.com/public-search?q=Trump+trade+deal+before+July%3F
polymarket-treatment-audit-2026-07-13,Other,0x43e11860c7c7a8c229975f678c1cfa0ae9521540f613229e22e82ee16681ab40,CAT,Trump trade deal before July?,Partly correct,quarantine,High,policy/agreement deadline,deadline_hazard,False,True,quarantined_until_transform_available,other,policy/agreement catalyst,Trump trade deal before July,YES bullish,0.9,Reduced trade barriers and improved global trade benefit industrial demand.,Direction depends on the agreement's substantive terms and exposure. A released plan is weaker than formal acceptance or implementation.,"Model event stage and signed probability revision; do not equate announcement, agreement and implementation.",Require a minimum substantive stage and a rules-based exposure channel; process-only announcements receive lower weight or no trade.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Collapse overlapping deadlines and questions about the same policy process into one staged economic event.,"Use a state-transition model across plan, negotiation, agreement and implementation markets.",Predefine stage scores and exposure channels across all policy events.,"This market will resolve to ""Yes"" if an official agreement over trade and/or tariffs, defined as a publicly announced mutual agreement, is reached between the United States and another country, or a multi-country entity such as the European Union, between June 24 and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”. Only deals which are officially announced by both parties will qualify. Informal...",2025-06-30T22:00:00Z,https://polymarket.com/event/trump-trade-deal-before-july/trump-trade-deal-before-july,,https://gamma-api.polymarket.com/public-search?q=Trump+trade+deal+before+July%3F
polymarket-treatment-audit-2026-07-13,Other,0x43e11860c7c7a8c229975f678c1cfa0ae9521540f613229e22e82ee16681ab40,QCOM,Trump trade deal before July?,Partly correct,quarantine,High,policy/agreement deadline,deadline_hazard,False,True,quarantined_until_transform_available,other,policy/agreement catalyst,Trump trade deal before July,YES bullish,0.9,Reduced trade tensions and tariffs benefit global semiconductor sales.,Direction depends on the agreement's substantive terms and exposure. A released plan is weaker than formal acceptance or implementation.,"Model event stage and signed probability revision; do not equate announcement, agreement and implementation.",Require a minimum substantive stage and a rules-based exposure channel; process-only announcements receive lower weight or no trade.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Collapse overlapping deadlines and questions about the same policy process into one staged economic event.,"Use a state-transition model across plan, negotiation, agreement and implementation markets.",Predefine stage scores and exposure channels across all policy events.,"This market will resolve to ""Yes"" if an official agreement over trade and/or tariffs, defined as a publicly announced mutual agreement, is reached between the United States and another country, or a multi-country entity such as the European Union, between June 24 and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”. Only deals which are officially announced by both parties will qualify. Informal...",2025-06-30T22:00:00Z,https://polymarket.com/event/trump-trade-deal-before-july/trump-trade-deal-before-july,,https://gamma-api.polymarket.com/public-search?q=Trump+trade+deal+before+July%3F
polymarket-treatment-audit-2026-07-13,Other,0xfadacc133ce62a342f5237b69c9fa861d11cf90633bf047384c4729635c440ba,USO,Trump x Khamenei talk before July?,Secondary only,secondary,High,diplomatic process event,process_confirmation_only,False,False,secondary_confirmation_only,other,geopolitical process signal,Trump x Khamenei talk before July,NO bullish,0.9,No talks implies continued geopolitical risk premium for oil.,"A talk or meeting does not have a clean economic direction; it may precede agreement, failure or escalation. Default to NEITHER unless confirmed by substantive-event probabilities.","Use as an auxiliary feature for the latent de-escalation factor, not as a standalone directional trade.",No standalone entry. Require concurrent movement in a substantive ceasefire/agreement market under a pre-specified confirmation rule.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Nest process events inside the broader conflict episode.,The timing of direct-contact probability changes may improve the state estimate when combined with substantive markets.,Universal hierarchy: contact < announced framework < signed agreement < implemented ceasefire.,"This market will resolve to ""Yes"" if Donald Trump and Ali Khamenei speak directly to one another between June 18, 11:00 AM ET, and June 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"". Any conversation that occurs directly between Donald Trump and Ali Khamenei will qualify, regardless of whether it is over the phone, videocall, or in person. The conversation must be voice-based, not text-based. The...",2025-06-30T00:00:00Z,https://polymarket.com/event/trump-x-khamenei-talk-before-july/trump-x-khamenei-talk-before-july,,https://gamma-api.polymarket.com/public-search?q=Trump+x+Khamenei+talk+before+July%3F
polymarket-treatment-audit-2026-07-13,Other,0x05a504fd23b9f673aa2a96d51f12520d9acbe842a706d103483f1504c06d38fa,BNO,"Trump, Putin, and Zelensky meet by August 23?",Secondary only,secondary,High,diplomatic process event,process_confirmation_only,False,False,secondary_confirmation_only,other,geopolitical process signal,"Trump, Putin, and Zelensky meet by August 23",NO bullish,0.9,Lack of meeting implies continued geopolitical tension.,"A talk or meeting does not have a clean economic direction; it may precede agreement, failure or escalation. Default to NEITHER unless confirmed by substantive-event probabilities.","Use as an auxiliary feature for the latent de-escalation factor, not as a standalone directional trade.",No standalone entry. Require concurrent movement in a substantive ceasefire/agreement market under a pre-specified confirmation rule.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Nest process events inside the broader conflict episode.,The timing of direct-contact probability changes may improve the state estimate when combined with substantive markets.,Universal hierarchy: contact < announced framework < signed agreement < implemented ceasefire.,"This market will resolve to ""Yes"" if Vladimir Putin, Volodymyr Zelenskyy and Donald Trump all meet together between August 16 and August 23, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"". A meeting is defined as any encounter where Putin, Zelenskyy and Trump are present and interact with each other in person. The resolution source will be a consensus of credible reporting.",2025-08-23T00:00:00Z,https://polymarket.com/event/trump-putin-and-zelensky-meet-by-august-23/trump-putin-and-zelensky-meet-by-august-23,,https://gamma-api.polymarket.com/public-search?q=Trump%2C+Putin%2C+and+Zelensky+meet+by+August+23%3F
polymarket-treatment-audit-2026-07-13,Other,0x05a504fd23b9f673aa2a96d51f12520d9acbe842a706d103483f1504c06d38fa,USO,"Trump, Putin, and Zelensky meet by August 23?",Secondary only,secondary,High,diplomatic process event,process_confirmation_only,False,False,secondary_confirmation_only,other,geopolitical process signal,"Trump, Putin, and Zelensky meet by August 23",NO bullish,0.9,Lack of meeting implies continued geopolitical tension.,"A talk or meeting does not have a clean economic direction; it may precede agreement, failure or escalation. Default to NEITHER unless confirmed by substantive-event probabilities.","Use as an auxiliary feature for the latent de-escalation factor, not as a standalone directional trade.",No standalone entry. Require concurrent movement in a substantive ceasefire/agreement market under a pre-specified confirmation rule.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Nest process events inside the broader conflict episode.,The timing of direct-contact probability changes may improve the state estimate when combined with substantive markets.,Universal hierarchy: contact < announced framework < signed agreement < implemented ceasefire.,"This market will resolve to ""Yes"" if Vladimir Putin, Volodymyr Zelenskyy and Donald Trump all meet together between August 16 and August 23, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"". A meeting is defined as any encounter where Putin, Zelenskyy and Trump are present and interact with each other in person. The resolution source will be a consensus of credible reporting.",2025-08-23T00:00:00Z,https://polymarket.com/event/trump-putin-and-zelensky-meet-by-august-23/trump-putin-and-zelensky-meet-by-august-23,,https://gamma-api.polymarket.com/public-search?q=Trump%2C+Putin%2C+and+Zelensky+meet+by+August+23%3F
polymarket-treatment-audit-2026-07-13,Other,0x6669e7cda4b55ac014d5a9b3415ef724a818b4bcd6b2863f949df356ade34c22,MP,Ukraine agrees to Trump mineral deal by Friday?,Partly correct,quarantine,High,policy/agreement deadline,deadline_hazard,False,True,quarantined_until_transform_available,other,policy/agreement catalyst,Ukraine agrees to Trump mineral deal by Friday,YES bullish,0.9,Mineral deal implies increased demand/focus on rare earth materials.,Direction depends on the agreement's substantive terms and exposure. A released plan is weaker than formal acceptance or implementation.,"Model event stage and signed probability revision; do not equate announcement, agreement and implementation.",Require a minimum substantive stage and a rules-based exposure channel; process-only announcements receive lower weight or no trade.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Collapse overlapping deadlines and questions about the same policy process into one staged economic event.,"Use a state-transition model across plan, negotiation, agreement and implementation markets.",Predefine stage scores and exposure channels across all policy events.,"This market will resolve to ""Yes"" if the United States and Ukraine agree to any deal between February 25 and February 28, 2025, 11:59 PM ET, that explicitly involves Ukrainian rare earth elements or minerals. Otherwise this market will resolve to ""No"". This includes, but is not limited to, agreements related to the exchange of Ukrainian rare earths for U.S. aid (military or civilian), partnerships involving rare earth...",2025-02-28T12:00:00Z,https://polymarket.com/event/ukraine-agrees-to-trump-mineral-deal-by-friday/ukraine-agrees-to-trump-mineral-deal-by-friday,,https://gamma-api.polymarket.com/public-search?q=Ukraine+agrees+to+Trump+mineral+deal+by+Friday%3F
polymarket-treatment-audit-2026-07-13,Other,0x2f676f8d85d60dd20ce0e0ba14608825b970a0491b419d7dedfa81bcf646af2b,BNO,Ukraine agrees to US-approved peace plan by Thursday?,Partly correct,quarantine,High,policy/agreement deadline,deadline_hazard,False,True,quarantined_until_transform_available,other,policy/agreement catalyst,Ukraine agrees to US-approved peace plan by Thursday,NO bullish,0.9,Continued conflict maintains oil risk premium.,Direction depends on the agreement's substantive terms and exposure. A released plan is weaker than formal acceptance or implementation.,"Model event stage and signed probability revision; do not equate announcement, agreement and implementation.",Require a minimum substantive stage and a rules-based exposure channel; process-only announcements receive lower weight or no trade.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Collapse overlapping deadlines and questions about the same policy process into one staged economic event.,"Use a state-transition model across plan, negotiation, agreement and implementation markets.",Predefine stage scores and exposure channels across all policy events.,"This market will resolve to “Yes” if the Government of Ukraine publicly agrees to a U.S.-approved peace framework for the Russo–Ukrainian war, by November 27, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”. To qualify, the agreement must be explicitly described as Ukraine’s formal acceptance of either (1) the U.S. 28-point peace plan, or (2) a revised or alternative peace framework that the United States...",2025-11-27T00:00:00Z,https://polymarket.com/event/ukraine-agrees-to-us-approved-peace-plan-by-thursday/ukraine-agrees-to-us-approved-peace-plan-by-thursday,,https://gamma-api.polymarket.com/public-search?q=Ukraine+agrees+to+US-approved+peace+plan+by+Thursday%3F
polymarket-treatment-audit-2026-07-13,Other,0x2f676f8d85d60dd20ce0e0ba14608825b970a0491b419d7dedfa81bcf646af2b,USO,Ukraine agrees to US-approved peace plan by Thursday?,Partly correct,quarantine,High,policy/agreement deadline,deadline_hazard,False,True,quarantined_until_transform_available,other,policy/agreement catalyst,Ukraine agrees to US-approved peace plan by Thursday,NO bullish,0.9,Continued conflict maintains oil risk premium.,Direction depends on the agreement's substantive terms and exposure. A released plan is weaker than formal acceptance or implementation.,"Model event stage and signed probability revision; do not equate announcement, agreement and implementation.",Require a minimum substantive stage and a rules-based exposure channel; process-only announcements receive lower weight or no trade.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Collapse overlapping deadlines and questions about the same policy process into one staged economic event.,"Use a state-transition model across plan, negotiation, agreement and implementation markets.",Predefine stage scores and exposure channels across all policy events.,"This market will resolve to “Yes” if the Government of Ukraine publicly agrees to a U.S.-approved peace framework for the Russo–Ukrainian war, by November 27, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”. To qualify, the agreement must be explicitly described as Ukraine’s formal acceptance of either (1) the U.S. 28-point peace plan, or (2) a revised or alternative peace framework that the United States...",2025-11-27T00:00:00Z,https://polymarket.com/event/ukraine-agrees-to-us-approved-peace-plan-by-thursday/ukraine-agrees-to-us-approved-peace-plan-by-thursday,,https://gamma-api.polymarket.com/public-search?q=Ukraine+agrees+to+US-approved+peace+plan+by+Thursday%3F
polymarket-treatment-audit-2026-07-13,Other,0x2f676f8d85d60dd20ce0e0ba14608825b970a0491b419d7dedfa81bcf646af2b,WEAT,Ukraine agrees to US-approved peace plan by Thursday?,Partly correct,quarantine,High,policy/agreement deadline,deadline_hazard,False,True,quarantined_until_transform_available,other,policy/agreement catalyst,Ukraine agrees to US-approved peace plan by Thursday,NO bullish,0.9,"NO means continued conflict, disrupting Ukrainian wheat exports and supporting prices.",Direction depends on the agreement's substantive terms and exposure. A released plan is weaker than formal acceptance or implementation.,"Model event stage and signed probability revision; do not equate announcement, agreement and implementation.",Require a minimum substantive stage and a rules-based exposure channel; process-only announcements receive lower weight or no trade.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,Collapse overlapping deadlines and questions about the same policy process into one staged economic event.,"Use a state-transition model across plan, negotiation, agreement and implementation markets.",Predefine stage scores and exposure channels across all policy events.,"This market will resolve to “Yes” if the Government of Ukraine publicly agrees to a U.S.-approved peace framework for the Russo–Ukrainian war, by November 27, 2025, 11:59 PM ET. Otherwise, this market will resolve to “No”. To qualify, the agreement must be explicitly described as Ukraine’s formal acceptance of either (1) the U.S. 28-point peace plan, or (2) a revised or alternative peace framework that the United States...",2025-11-27T00:00:00Z,https://polymarket.com/event/ukraine-agrees-to-us-approved-peace-plan-by-thursday/ukraine-agrees-to-us-approved-peace-plan-by-thursday,,https://gamma-api.polymarket.com/public-search?q=Ukraine+agrees+to+US-approved+peace+plan+by+Thursday%3F
polymarket-treatment-audit-2026-07-13,Other,0x393597a940aa5faab1d55288fe2201560a46bc221ed714ba0cf866b680d764ae,AAPL,Will Apple announce the iPhone 17e by March 15?,Needs redesign,quarantine,Critical,product announcement bundle,probability_weighted_product_bundle,True,True,quarantined_until_transform_available,other,scheduled product-announcement bundle,Will Apple announce the iPhone 17e by March 15,YES bullish,0.9,New product announcement drives sales and investor interest.,"Announcement YES is not automatically bullish; expected products can be priced in, while unexpected mix, price or timing drives the surprise.","Use the vector of sibling product probabilities to infer the expected launch bundle and its revisions, not independent binary trades.",Trigger only on a material change in expected product mix versus a frozen external consensus; avoid single-product YES/NO polarity.,End before the scheduled event starts. Same-day closing prices after an intraday launch are post-event and invalid for H1.,One Apple launch event across all products.,"Measure novelty: probability-weighted product bundle, expected number of launches and disagreement across sibling markets.",One bundle-construction method for every multi-product event; no product-specific return rules.,"This market will resolve to ""Yes"" if Apple announces it has or will release the iPhone 17e by March 15, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"". A qualifying product must be named ""iPhone 17e"". A new iPhone 17 product released without the listed letter, under a designation other than iPhone 17e, will not qualify. This market will resolve immediately upon announcements from Apple, regardless of...",2026-02-28T00:00:00Z,https://polymarket.com/event/will-apple-announce-the-iphone-17e-by-february-28/will-apple-announce-the-iphone-17e-by-march-15,,https://gamma-api.polymarket.com/public-search?q=Will+Apple+announce+the+iPhone+17e+by+March+15%3F
polymarket-treatment-audit-2026-07-13,Other,0xea5708dcf8b732377c68314a8c4c9084b64282a85b754428e58e2a700d104110,CSCO,Will Cisco's AI orders taken from hyperscalers be at least $1.0B in Q3?,Needs redesign,quarantine,High,company KPI threshold,threshold_distribution_vs_consensus,True,True,quarantined_until_transform_available,other,earnings-adjacent company KPI,Will Cisco's AI orders taken from hyperscalers be at least $1.0B in Q3,YES bullish,0.9,Strong AI orders from hyperscalers indicate growth in a key market.,Do not make YES automatically bullish. It is bullish only when the threshold is meaningfully above the ex-ante consensus/guidance distribution; an already expected number can be neutral or sell-the-news.,"Combine all sibling thresholds into an implied CDF/expected metric and measure revisions versus consensus, guidance and prior-quarter seasonality.",Enter only when the probability-implied metric meaningfully differs from a timestamped external expectation and the discrepancy survives a pre-specified materiality rule.,Use the exact earnings-release timestamp. For after-close releases the same-day close may be eligible; for pre-open releases the prior close is the endpoint.,One company-quarter-metric event; threshold ladders and dual share classes are not independent observations.,"The edge is the implied metric distribution and its revision, not the binary answer. Threshold ladders such as Robinhood 4.2/4.4M or CrowdStrike 225/250M are especially valuable together.","Use one formula across companies: standardized implied surprise relative to a frozen consensus/guidance value, with no company-specific thresholds.","This market will resolve to “Yes” if Cisco's AI Infrastructure orders taken from hyperscalers in the third fiscal quarter of 2026, as reported in its official company earnings materials, is greater than or equal to the listed amount. Otherwise, this market will resolve to “No”. The specified metric will be considered as reported in the company’s official earnings materials. Subsequent revisions will not be considered. If...",2026-05-13T00:00:00Z,https://polymarket.com/event/will-ciscos-ai-orders-taken-from-hyperscalers-be-at-least-in-q3/will-ciscos-ai-orders-taken-from-hyperscalers-be-at-least-1pt0b-in-q3,,https://gamma-api.polymarket.com/public-search?q=Will+Cisco%27s+AI+orders+taken+from+hyperscalers+be+at+least+%241.0B+in+Q3%3F
polymarket-treatment-audit-2026-07-13,Other,0x1a555bc29e200938c9b9cb08a594b95faa616220ed031c13b97f6bef0807d331,TSLA,Will Elon Musk’s $1T Tesla pay deal pass?,Secondary only,secondary,High,corporate-governance vote,mechanism_conditioned_probability_revision,False,False,secondary_confirmation_only,other,corporate-governance catalyst,Will Elon Musk’s $1T Tesla pay deal pass,YES bullish,0.9,Musk's pay deal passing is positive for leadership stability,No universally clean bullish side: approval may preserve leadership incentives but also increase dilution and governance costs. Default to NEITHER without an ex-ante valuation channel.,"Treat as a governance-state probability, not an automatic directional signal.",Only under a pre-specified governance valuation model; otherwise exclude from directional H1.,Exit at the last tradable close strictly before the earliest public outcome/announcement timestamp; never use a later nominal deadline after the event is known.,One shareholder-vote event.,Potentially combine probability with independently measured dilution and compensation-plan terms.,Require a signed cash-flow/dilution mechanism before polarity assignment.,"This market refers to the shareholder vote on Elon Musk’s proposed $1 trillion Tesla pay package scheduled for November 6, 2025. This market will resolve to “Yes” if Tesla shareholders approve a compensation plan for Elon Musk that is substantially the same as the proposed $1 trillion plan, meaning a performance-based pay structure of comparable scale and scope, designed to grant equity awards worth roughly $1 trillion at...",2025-11-06T00:00:00Z,https://polymarket.com/event/will-elon-musks-1t-tesla-pay-deal-pass/will-elon-musks-1t-tesla-pay-deal-pass,,https://gamma-api.polymarket.com/public-search?q=Will+Elon+Musk%E2%80%99s+%241T+Tesla+pay+deal+pass%3F
polymarket-treatment-audit-2026-07-13,Other,0x4f406f6b9b90f898fde116320301e4508834d99f6360f5119a4f5c77ce88a7d0,KEYS,Will Keysight's Q2 orders be above $1.65B?,Needs redesign,quarantine,High,company KPI threshold,threshold_distribution_vs_consensus,True,True,quarantined_until_transform_available,other,earnings-adjacent company KPI,Will Keysight's Q2 orders be above $1.65B,YES bullish,0.95,Higher orders indicate strong demand and future revenue for Keysight.,Do not make YES automatically bullish. It is bullish only when the threshold is meaningfully above the ex-ante consensus/guidance distribution; an already expected number can be neutral or sell-the-news.,"Combine all sibling thresholds into an implied CDF/expected metric and measure revisions versus consensus, guidance and prior-quarter seasonality.",Enter only when the probability-implied metric meaningfully differs from a timestamped external expectation and the discrepancy survives a pre-specified materiality rule.,Use the exact earnings-release timestamp. For after-close releases the same-day close may be eligible; for pre-open releases the prior close is the endpoint.,One company-quarter-metric event; threshold ladders and dual share classes are not independent observations.,"The edge is the implied metric distribution and its revision, not the binary answer. Threshold ladders such as Robinhood 4.2/4.4M or CrowdStrike 225/250M are especially valuable together.","Use one formula across companies: standardized implied surprise relative to a frozen consensus/guidance value, with no company-specific thresholds.","This market will resolve to ""Yes"" if Keysight Technologies' orders for the second fiscal quarter of 2026, as reported in its official company earnings materials, is above the listed amount. Otherwise, this market will resolve to ""No"". The specified metric will be considered as reported in the company's official earnings materials. Subsequent revisions will not be considered. If the specified company's official earnings...",2026-05-19T16:00:00Z,https://polymarket.com/event/will-keysights-q2-orders-be-above/will-keysights-q2-orders-be-above-1pt65b,,https://gamma-api.polymarket.com/public-search?q=Will+Keysight%27s+Q2+orders+be+above+%241.65B%3F
